term,df,sumsq,meansq,statistic,p.value
Soil_f,1,776.1800000000015,776.1800000000015,0.5903241433472503,0.4462204429273854
Soil_f:Treatment_f,2,11288.940000000004,5644.470000000002,4.29290488984417,0.019525209728333666
Residuals,46,60482.500000000015,1314.8369565217395,NA,NA
