term,edf,ref.df,statistic,p.value
s(sd_gapsize),2.4426207232715518,4,14.761615879191341,0
s(VDRpeak_plot),0.7948132815532883,4,0.9683866873280679,0.031123560131467665
"s(X,Y)",2.7481988973435094e-5,4,6.576005121696388e-7,0.9646997992705265
