"","Spot","shannonH","Abundance","Richness","max(maxH)","mean(maxH)","sd(maxH)","cv(maxH)","median(maxH)","iqr(maxH)","mean(sdH)","sd(sdH)","mean(cvH)","sd(cvH)","cover_ground_maxH","cover_grass_maxH","cover_shrub_maxH","cover_tree_maxH","cover_woody_maxH","mean(sdH)_grass","sd(sdH)_grass","mean(cvH)_grass","sd(cvH)_grass","mean(sdH)_shrub","sd(sdH)_shrub","mean(cvH)_shrub","sd(cvH)_shrub","mean(sdH)_tree","sd(sdH)_tree","mean(cvH)_tree","sd(cvH)_tree","mean(sdH)_woody","sd(sdH)_woody","mean(cvH)_woody","sd(cvH)_woody","mean(coverG)","sd(coverG)","cv(coverG)","median(coverG)","iqr(coverG)","max(coverG)","mean(nlayers)","sd(nlayers)","cv(nlayers)","median(nlayers)","iqr(nlayers)","max(nlayers)","propMultiLayer","mean(gapsize)","sd(gapsize)","cv(gapsize)","median(gapsize)","iqr(gapsize)","max(gapsize)","mean(maxpeakh)","sd(maxpeakh)","cv(maxpeakh)","median(maxpeakh)","iqr(maxpeakh)","max(maxpeakh)","mean(ptoh)","sd(ptoh)","cv(ptoh)","median(ptoh)","iqr(ptoh)","max(ptoh)","mean(cscore)","sd(cscore)","cv(cscore)","median(cscore)","iqr(cscore)","max(cscore)","mean(FHD)","sd(FHD)","cv(FHD)","median(FHD)","iqr(FHD)","max(FHD)","mean(VDR)","sd(VDR)","cv(VDR)","median(VDR)","iqr(VDR)","max(VDR)","mean(VDRpeak)","sd(VDRpeak)","cv(VDRpeak)","median(VDRpeak)","iqr(VDRpeak)","max(VDRpeak)","mean(meanpeakh)","sd(meanpeakh)","cv(meanpeakh)","median(meanpeakh)","iqr(meanpeakh)","max(meanpeakh)","mean(stdpeakh)","sd(stdpeakh)","cv(stdpeakh)","median(stdpeakh)","iqr(stdpeakh)","max(stdpeakh)","mean(cvpeakh)","sd(cvpeakh)","cv(cvpeakh)","median(cvpeakh)","iqr(cvpeakh)","max(cvpeakh)","mean(herbh)","sd(herbh)","cv(herbh)","median(herbh)","iqr(herbh)","max(herbh)","25thPerc_plot","50thPerc_plot","75thPerc_plot","98thPerc_plot","100thPerc_plot","meanH_plot","stdH_plot","Cover0p0m_plot","Cover0p05m_plot","Cover0p5m_plot","Cover1p0m_plot","Cover3p0m_plot","nlayers_plot","gapsize_plot","maxpeakh_plot","ptoh_plot","cscore_plot","FHD_plot","VDR_plot","VDRpeak_plot","meanpeakh_plot","stdpeakh_plot","cvpeakh_plot","herbh_plot","Treatment","Soil","Treatment_f","Soil_f","nlayers_plot_f","Transect_f"
"24","4D",3.57833611556719,141,49,5.49935094833374,0.399487398554602,0.735246689112202,1.84047529852611,0.117290729284287,0.316674072369933,0.108744958739182,0.225584216721706,0.371548238014839,0.308115609400167,0.157821350762527,0.637995642701525,0.17917211328976,0.0250108932461874,0.103267973856209,0.031426604544663,0.0347828730733636,0.26466704845794,0.204896237881578,0.348914469432825,0.230817242211095,0.732540900248827,0.334136529714441,1.04671108190502,0.31938980139665,0.511883691648911,0.285175837813387,0.660523096503462,0.336313488035507,0.713034756224813,0.392474017019584,0.268215212879096,0.281779858407041,1.05057373659882,0.16,0.394781144781145,1,0.442527233115468,0.531602314235169,1.20128723037585,0,1,3,0.0172549019607843,0.0473159041394335,0.367747939849292,7.77218456537549,0,0,4.45,0.200949891067538,0.593484936656453,2.95339765303474,0,0.05,5,0.208658789482692,0.368208083589113,1.76464209584449,0,0.302803486932971,6.97506416523252,0.0769635076252723,0.0397141563981349,0.516012817288671,0.0625,0.03125,0.40625,0.49201741316524,0.377108215784287,0.766452986609313,0.459693019968502,0.470333909860268,2.15642665509786,0.884574217970335,0.196032780859385,0.22161258702428,1,0.163810431957245,1,0.0075114033267628,0.0574325846460851,7.64605256137096,0,0,0.666666666666667,0.176975308641975,0.486292404782141,2.74779803190467,0,0.05,5,0.0237752534328312,0.18484720239153,7.77477316545759,0,0,2.225,0.0240628127666735,0.19690803472068,8.18308468881052,0,0,7,0.305569791972749,0.576950509379541,1.88811369623537,0,0.373474864226564,5.06940645782714,0.0844707116484642,0.178100056946278,0.574266090989113,3.74938927173614,5.68110322952271,0.6144067,0.9524837,0.5197285260814,0.288728383948452,0.0655692424314204,0.0393485573506421,0.0119788063991409,1,0,0.05,0.0144658952120369,0.4375,1.00431286054454,0.99793017,0,0.05,0,0,0.806062756565338,"Inside","Red","Inside","Red","1","4"
"25","4E",3.29482186397153,105,36,6.11123815536499,0.669937425611911,1.00798989604592,1.50460305322581,0.220627688765526,0.656505615413189,0.184296625816191,0.311158488517079,0.447626622620115,0.310402701280506,0.111972137570744,0.542969090117545,0.293426208097519,0.0516325642141924,0.192773182411842,0.0393700946014115,0.0376616669261085,0.316661414734946,0.216718226850262,0.356964496050295,0.230791466502085,0.677733125718112,0.317451390038059,1.12675292727665,0.453163885854868,0.517171514579083,0.323108583503232,0.686429502935693,0.405598394824886,0.625489795819907,0.370172390734682,0.358090924513218,0.317889448808292,0.887733888370462,0.264705882352941,0.554883040935673,1,0.580670439703962,0.560684701571905,0.965581616067376,1,1,3,0.0338702655637788,0.106504135829343,0.586403717650493,5.5059243764028,0,0,5.45,0.398972572921202,0.877177016944813,2.19858976902169,0.05,0.5,5.5,0.285919982699768,0.404137304772329,1.41346295895903,0.0707433995322571,0.507979389517255,5.70261889834517,0.0903678711362647,0.0499360786394641,0.552586644031551,0.0625,0.03125,0.40625,0.619242458327741,0.437118963392078,0.705893075504727,0.579915171418101,0.518198443444448,2.40930162206063,0.83907487942737,0.229740465530829,0.273802101771437,0.950763702392578,0.231363991896312,1,0.0154534718136539,0.0830051832418149,5.37129677024912,0,0,0.555555555555556,0.34498186039762,0.710874143909158,2.06061310901917,0.05,0.5,5,0.053699450992141,0.295402741592703,5.50103839303563,0,0,2.725,0.0414927446047473,0.227817623091613,5.4905411840495,0,0,3,0.478305776480789,0.736967465795615,1.54078729974363,0.0845627109983711,0.754396117243048,5.75134251151809,0.10529026389122,0.289589986205101,1.0863002538681,3.94042811870575,6.20028209686279,0.78926164,1.0323061,0.586482511889508,0.375305945183568,0.129297637578586,0.0822332493399496,0.0162531497518897,1,0,0.05,0.0132251362768857,0.46875,1.27340651557756,0.995901,0,0.05,0,0,0.890935187570014,"Inside","Red","Inside","Red","1","4"
"26","5A",3.29581580005604,171,45,8.86502124786377,1.10043835145047,1.63407712021736,1.48493290702156,0.196856225132942,1.4465986174345,0.325485085981203,0.533013017713358,0.444689215799559,0.366309710778827,0.0794079233783195,0.54140182847192,0.227775359164127,0.151414888985633,0.296473661297344,0.0306105832393054,0.0314455344151195,0.274493480771075,0.192032503322277,0.466875709215925,0.294749460801071,0.767316413928155,0.412624357045386,1.33784516998462,0.566290936447498,0.567911947313479,0.390518507620999,0.985831617461121,0.572604843731524,0.686791040117793,0.442324618283155,0.392020580307639,0.306166569622277,0.780996164492212,0.333333333333333,0.53762185365959,1,0.721027427078798,0.650519492105422,0.902211854465738,1,1,3,0.101959077057031,0.358611232041794,1.12163387374234,3.1277154018746,0,0,7.45,0.822764475402699,1.53576363322199,1.86658962453418,0.05,0.5,8,0.407178412885492,0.530701347508802,1.30336317131343,0.233263339382391,0.76070218495733,9.33960966840624,0.102984871571615,0.0629372352065184,0.611130880157987,0.09375,0.0625,0.4375,0.729674010261422,0.486479994287029,0.666708677362288,0.640784860830227,0.587449516136015,2.37168312869363,0.757606813166831,0.244035349114313,0.322113456311506,0.825573861598969,0.311033586661021,1,0.0461028904068509,0.138200805209547,2.99766031999178,0,0,0.6,0.637688289072704,1.17503029502684,1.84264054266312,0.05,0.5,8,0.1829070043675,0.573536294693228,3.1356715762556,0,0,3.725,0.130216729106804,0.41806872889508,3.21056082242843,0,0,7,0.598169111018286,0.860648234832743,1.43880420934413,0.156942121981123,0.943269553336244,6.0205585375342,0.0940543413162231,0.311674773693085,2.21249961853027,5.32068996429443,9.07160186767578,1.2626828,1.6113466,0.708789433711452,0.404730307786403,0.156576571282705,0.124545605614868,0.061114259826518,1,0,0.05,0.00950409458412978,0.65625,1.5273860037387,0.9955576,0,0.05,0,0,0.882190442103405,"Inside","Red","Inside","Red","1","5"
"27","5B",3.28449929720729,121,36,8.23333740234375,1.01232801158309,1.68095908278223,1.66048856057388,0.21247037678957,0.694940024937192,0.306846518155719,0.558031134700761,0.446257005750769,0.328107379028026,0.0644374782305817,0.59926854754441,0.202455590386625,0.133838383838384,0.224050853361198,0.0374996212437861,0.0341118928804274,0.310838115572429,0.191363748483492,0.384491159724452,0.287355739715994,0.715597959362141,0.358783019451871,1.54314318460715,0.537440906015538,0.645173781977771,0.403020369388804,1.17334411262646,0.637481797410874,0.708158068680737,0.425129550414936,0.432031002974948,0.312487016573672,0.723297667116246,0.4,0.560846560846561,1,0.771682340647858,0.63340146317121,0.820805958368108,1,1,3,0.102403343782654,0.395289097875305,1.23529790509519,3.12504926580309,0,0,7.45,0.795350052246604,1.56318009769592,1.96539887472246,0.05,0.5,7.5,0.459919529546411,0.564556726244855,1.22751196671653,0.280853963481128,0.81438999717934,6.86588091531077,0.0998617641936608,0.0667353677494964,0.668277476252846,0.0625,0.03125,0.5625,0.709977654735095,0.465707794202936,0.655947114809831,0.642001383857222,0.419747217163437,2.37361799399354,0.756087069942359,0.240532251869089,0.318127714956726,0.823699206113815,0.308644726872444,1,0.0459789339957297,0.137672075181137,2.99424243271762,0,0,0.727272727272727,0.592301608034367,1.11175497370171,1.87700819754858,0.05,0.5,7,0.200974128699349,0.627643677164854,3.12300733047978,0,0,3.725,0.132834804491739,0.430503503491695,3.24089386918522,0,0,7.66666666666667,0.60837436422639,0.794377914163242,1.3057386386972,0.257635912242736,1.00496669398852,5.67838512168556,0.0968540087342262,0.241831630468369,2.12980484962463,6.26072359085083,8.25400543212891,1.2932721,1.8502419,0.722332823961435,0.446400924686801,0.138996543592246,0.105750256392123,0.0645492989466966,3,2.95,4.5,0.719573179807319,0.59375,1.54430901192032,0.99407244,0.333333333333333,2.51666666666667,1.8485730232323,1.36141046906882,0.922882605057135,"Inside","Red","Inside","Red","3","5"
"28","5C",3.18896530220755,120,34,8.29048095703125,1.72269576442532,2.19173191482194,1.27226870819705,0.343798561096191,3.22238789826631,0.509487186227232,0.697414230182453,0.469597656527112,0.368037586898325,0.0914947331766344,0.445547140245495,0.191520849656133,0.271437276921738,0.399146861669714,0.0327269265611816,0.0326048504783141,0.278620538339962,0.195927247482215,0.465757062722696,0.301375857696681,0.722541593902054,0.432000761742211,1.49464957025726,0.541822664608121,0.604602219919337,0.368012344909779,1.20870496234481,0.631575449499962,0.654316280846146,0.415606249560989,0.447077840619452,0.323626796923438,0.72387125354957,0.448717948717949,0.612179487179487,1,0.87673021676678,0.742183081326414,0.84653530485518,1,1,4,0.190389135544529,0.735196308870897,1.61105965139146,2.1913326168159,0,0,7.45,1.37337424915121,2.01661590467349,1.46836589219567,0.05,2.5,8.5,0.486653561225863,0.537804607079943,1.10510771918576,0.356139106514537,0.868533911839758,7.64563309158019,0.129872355706451,0.0959782227016303,0.739019648789377,0.09375,0.125,0.53125,0.877411067364966,0.626786007897982,0.714358447495244,0.68138363205374,0.962357486064506,2.63257323224396,0.715851835850239,0.269206324540743,0.376064306967933,0.793035089969635,0.424912710984548,1,0.0837468726389577,0.17556532960516,2.09638072530831,0,0,0.714285714285714,0.989039421374888,1.42550425135712,1.44130175253833,0.05,2,7.5,0.377552715715863,0.826025233415851,2.18784079423097,0,0,3.725,0.260449043846748,0.598641618760981,2.298498047523,0,0,10,0.726136430456275,0.944719571657918,1.30102213858668,0.303985824167041,1.13914487644282,6.04215680210438,0.145935006439686,1.32207715511322,3.52346086502075,6.47179868698119,8.41518688201904,1.9691235,1.991712,0.714515067824501,0.466582433296489,0.24733524085436,0.213403784267044,0.128207699593303,3,2.45,4,0.61225886631978,0.59375,1.94202114615879,0.9912549,0.375,2.18333333333333,1.62805268820009,1.34107043903299,0.913964697010006,"Inside","Red","Inside","Red","3","5"
"29","5D",3.4937785063787,140,43,8.78591638565064,2.19940800206756,2.45907259956781,1.11806113156638,0.631548252105713,4.42054507578413,0.611285888754071,0.753010164030268,0.431786844715436,0.349052531085469,0.146277753591641,0.337919024814976,0.147845015237266,0.367958206356117,0.473487157161515,0.030068904044663,0.0335856827655238,0.258216958441272,0.211560296569387,0.510495110916783,0.314357103909997,0.712597964461908,0.449989010196223,1.4285613623773,0.607828604558911,0.478357466414566,0.31416445914643,1.25167883977735,0.643884806844469,0.531058022881589,0.375577019726942,0.419787037097622,0.336412007733763,0.801387317864057,0.41304347826087,0.672540857230959,1,0.887853722246408,0.813445757484998,0.916193441670609,1,1,3,0.236482368306487,0.952046147148454,1.83096644681061,1.92319085823169,0,0,8.45,1.88038310840226,2.36004057051975,1.25508496644869,0.05,4,8.5,0.476451139626982,0.47135514691732,0.989304270079716,0.393628370000768,0.90622670982571,5.33559556025775,0.139799194601654,0.0969462360169028,0.693467772065087,0.09375,0.15625,0.53125,0.907408816540961,0.666544932766224,0.734558581111313,0.693147180559945,1.22299152702878,2.46973482852833,0.689215062437745,0.323032860946612,0.468696751640988,0.821142077445984,0.607150316238403,1,0.105373437634943,0.193155001626831,1.83305210461102,0,0,0.769230769230769,1.3774024089392,1.77854733015175,1.29123291683618,0.05,2.525,8.5,0.491769217424951,0.944022275364316,1.91964491048768,0,0,4.225,0.323411452676061,0.668345384197414,2.06654828908254,0,0,8,0.770717789475725,1.07241512209098,1.39144981046886,0.218016624476543,1.1752581495753,6.36719424058906,0.283703029155731,2.8713231086731,4.65949547290802,7.78403305053711,8.93615055084229,2.8545268,2.2724752,0.685105093578361,0.460844322337441,0.318222050364705,0.301454916405375,0.228554203806134,3,4.95,8,1.02018019354818,0.625,2.08898485498997,0.99122894,0.375,4.35,3.27795668061675,1.32704621318594,0.811297436429698,"Inside","Red","Inside","Red","3","5"
"30","5E",3.57057454018572,165,47,7.85560321807861,1.15109785178556,1.9282508886709,1.67514072385752,0.156915687918663,0.923554049779973,0.33999749998353,0.6188695714998,0.416644411676838,0.345467116936266,0.140356987374837,0.543404440574663,0.149325206791467,0.166913365259034,0.249368741837179,0.0311176533990575,0.0321797666485593,0.270973581811971,0.200010033844504,0.398800754145266,0.254160718101428,0.74241990383122,0.396317692504537,1.57888509081283,0.536366951656186,0.599443931834306,0.382710454038656,1.23961506546449,0.667466215187901,0.650600044448924,0.419907414044862,0.332108661980271,0.308548064525315,0.929057564128347,0.234375,0.543220338983051,1,0.639878101872007,0.695563140670456,1.08702444830592,1,1,3,0.113278188942098,0.458541575968655,1.33697760080008,2.91571728905009,0,0,6.95,0.91302568567697,1.77253514271669,1.9413858454622,0.05,0.5,7.5,0.339356634587518,0.469292119127289,1.38288770955577,0.0626271779714043,0.687808586795246,4.13315525954603,0.107322050500653,0.0815295058795842,0.759671526021468,0.0625,0.03125,0.53125,0.684516363132993,0.564142114294814,0.824147010471404,0.56754967795754,0.582088829979208,2.59108950867668,0.79538470653622,0.230208792483029,0.289430750417058,0.869269132614136,0.275990843772888,1,0.0506127146898801,0.143518442419976,2.83562032385259,0,0,0.7,0.676530982440865,1.31293773087118,1.94069120993426,0.05,0.5,7.5,0.233583869119144,0.67934889833851,2.90837248693742,0,0,3.475,0.151375973959851,0.480042172782833,3.17119130748024,0,0,11,0.524309144529702,0.8657294335571,1.6511812593573,0.065328543895803,0.746652220926191,6.57253351921699,0.107729598879814,0.465122729539871,3.35120010375977,6.1640891456604,7.97031164169312,1.7157216,2.0232525,0.664865320085336,0.354487254925828,0.146366484785419,0.12071786738798,0.0781250603209401,2,5.45,5.5,0.904278015766198,0.5625,1.53460111746095,0.99612963,0.495454545454545,2.775,2.725,1.01834862385321,0.822540106004544,"Inside","Red","Inside","Red","2","5"
"31","6A",3.30210219307633,181,40,6.30278873443604,1.12846255359915,1.48651923871721,1.31729602721514,0.289356213212013,1.69249906773369,0.341000578468838,0.484673827471606,0.501975122185242,0.381185920856658,0.0283774373259053,0.554317548746518,0.262186629526462,0.155118384401114,0.319724930362117,0.0367120045642668,0.0320770862962103,0.318100616388372,0.191451131397448,0.471945387995548,0.291149706734753,0.822688239434779,0.441942234641775,1.26943495608427,0.35257152034157,0.616972284788416,0.375680988472805,0.942478098124347,0.43923962440923,0.753652727027813,0.458996622396069,0.446348245181844,0.27828031636789,0.623460088331966,0.435483870967742,0.465438968380145,1,0.85732938718663,0.598946009141223,0.698618311809765,1,1,3,0.116643454038997,0.384879874651811,1.09805846137397,2.85299007220721,0,0,5.45,0.792644498607243,1.35104169871581,1.70447369670732,0.05,0.5,5.5,0.454829138252598,0.529299497302371,1.1637326037111,0.310590232517545,0.782103500871383,6.52727443980237,0.107968641190808,0.0687307165539766,0.636580360704105,0.0625,0.0625,0.4375,0.808104210981085,0.490999084416069,0.607593770387569,0.674620180228557,0.569833525654893,2.36951807962456,0.743468811733347,0.242969431345554,0.326805143014792,0.802731901407242,0.354632377624512,1.00257837772369,0.0537581355675236,0.148817094053691,2.76827111808532,0,0,0.545454545454545,0.599509633240483,0.989892874856092,1.65117092365222,0.05,0.5,5.5,0.192876732551353,0.550169908127586,2.8524431166476,0,0,2.725,0.139876290398194,0.398958723721317,2.85222551002445,0,0,6,0.648134364507751,0.826493263333948,1.27518815324915,0.325001662396566,0.949498736552013,5.1841127348165,0.0969893652945757,0.30250908434391,2.00052386522293,4.61217973709106,6.38194704055786,1.1266795,1.3931102,0.69750446080115,0.480151381680189,0.176810842991909,0.142384360976169,0.0608787590867337,1,0,0.05,0.010745925445879,0.46875,1.59850450527981,0.9906348,0,0.05,0,0,0.957059911516702,"Inside","Red","Inside","Red","1","6"
"32","6B",3.77408320372852,288,59,7.92952630996704,1.25761353777893,1.76509225522093,1.40352517064842,0.376025568246841,1.53303619051973,0.361295582362143,0.537452103051801,0.47792727417157,0.342527013766915,0.0311710927296474,0.519111885067479,0.290727035263387,0.158989986939486,0.319547235524597,0.037200679960014,0.0356672566948171,0.313137194870137,0.204051523536395,0.401876677020684,0.260503619585915,0.736583784289017,0.370060958837922,1.41611340905561,0.452070309751152,0.543000858789856,0.336651328139603,0.988506008417673,0.559638158826838,0.650281925767033,0.393101191546112,0.475654657456937,0.290382943337701,0.610491117421657,0.473118279569892,0.50509089266205,1,0.87409664780148,0.596021036166125,0.681870863668488,1,0,3,0.113365259033522,0.415772747061384,1.22553162140375,2.94759969253783,0,0,7.45,0.925842403134523,1.60233232203678,1.73067502267334,0.05,0.45,7.5,0.468111267114822,0.50630817921384,1.08159793361617,0.374312699827391,0.768707849897864,8.7659584028574,0.115280801044841,0.0822776968472479,0.71371551985698,0.09375,0.0625,0.5,0.847808885309852,0.531222510005526,0.626582852822282,0.682908104700472,0.589043008588777,2.55371930264871,0.700733892404883,0.250100569037631,0.356912333980734,0.754895389080048,0.390250901381175,1,0.0497448839081673,0.141500346321327,2.84452058592692,0,0,0.666666666666667,0.713287621535336,1.18913828110288,1.66712311443634,0.05,0.45,7,0.210702310241117,0.621110027990777,2.94780834287014,0,0,3.725,0.157707560299906,0.503745875436739,3.19417708623977,0,0,8.33333333333333,0.734164881122001,0.890090456887228,1.21238495571585,0.434414971602086,1.04880681292499,7.24303792075487,0.111897991970181,0.49511581659317,2.42045259475708,6.02547350883484,8.03311824798584,1.4446446,1.7681314,0.706817837421107,0.498004246550535,0.211950925435376,0.159471006762984,0.079792403459285,3,2.45,4.5,0.733052528827649,0.59375,1.77621076673273,0.99150395,0.444444444444444,2.35,1.81979852364669,1.29135174551677,0.993971392621764,"Inside","Red","Inside","Red","3","6"
"33","6C",3.37270672757729,189,47,3.6692068195343,0.378924908786804,0.503174355147598,1.32789991758156,0.15689691439271,0.28260572463274,0.0956894989985405,0.156820972952352,0.360166721252332,0.270171152211041,0.00853509841491029,0.777739069848458,0.210677582302735,0.00304824943389653,0.0985020031353423,0.0321178418047523,0.0286776384267424,0.269730905751046,0.173392901692516,0.322325833522187,0.19140789880324,0.692103653096929,0.302267241537255,0.919665968418121,0.200481290574926,0.492635129663644,0.190612858860986,0.484781761848879,0.205508569004957,0.681291035058271,0.344352518272565,0.373590629469127,0.273212820302545,0.73131604154735,0.285714285714286,0.397076023391813,1,0.617226963943564,0.493355299843824,0.799309376718891,1,1,2,0.00357080647970736,0.00738547291412645,0.125730304141951,17.0240017943146,0,0,2.95,0.181875979794461,0.379917205957127,2.0888806008714,0.05,0.05,3.5,0.304746997148354,0.431067775569045,1.41451033021729,0.185921133480423,0.436227423524789,6.22908822741801,0.0797171659989549,0.029621806372732,0.371586295141505,0.0625,0.03125,0.25,0.615335102508218,0.272078049156877,0.442162405570295,0.594880254188934,0.24749284427065,1.90619485389825,0.877631891279147,0.197481652619891,0.225016495619891,1,0.179541965325673,1,0.00148529582534982,0.0251117240540331,16.9068838849787,0,0,0.491666666666667,0.178183243337398,0.361669816204394,2.02976334603785,0.05,0.05,3.5,0.00369273645706322,0.0628651520709754,17.0240017943146,0,0,1.475,0.00526036865241673,0.0919536656913537,17.4804603569197,0,0,3,0.412022026646063,0.6260774333364,1.5195241828035,0.108210445305776,0.624068890627185,4.48670866775744,0.0890939235687256,0.139036059379578,0.415509194135666,2.20285617828369,3.74076437950134,0.37926245,0.5260492,0.529746972249412,0.390320643988455,0.0766361790914692,0.0359360485297756,0.00057254750608621,1,0,0.05,0.0240887393323092,0.3125,1.03651911571584,0.9962496,0,0.05,0,0,0.916660490591403,"Inside","Red","Inside","Red","1","6"
"34","6D",3.56171504847365,177,50,6.43484492301941,1.10578140735848,1.48798911667269,1.34564490483452,0.311327927112579,1.46559398551782,0.302919436159197,0.436702086240208,0.481384121158303,0.300159767799974,0.0209784122562674,0.61516364902507,0.221622562674095,0.142235376044568,0.29883356545961,0.051457130727118,0.0318067396665339,0.389097470213508,0.163822910890238,0.482417333014438,0.292790450689536,0.737860641066732,0.420932369120538,1.15548127900463,0.372515414288917,0.480894857106897,0.297756656194211,0.865913565380482,0.423277339541864,0.621584437494766,0.414046198882135,0.497896996643616,0.287288558059923,0.577003998812143,0.504394418317786,0.490950850032253,1,0.889449860724234,0.559141655522187,0.628637633454579,1,0,3,0.103151114206128,0.336973363509749,1.03301262439506,3.06556166230978,0,0,5.95,0.802328516713092,1.33301875390954,1.66143758590375,0.05,0.45,6,0.515161470197561,0.709386205815945,1.37701720111929,0.280771824262718,0.807382814693392,47.0398161538194,0.107933278203343,0.0719140355774498,0.666282325289576,0.0625,0.0625,0.46875,0.802145989294633,0.478354384606884,0.596343297842235,0.673011667009257,0.470795972258789,2.42442111578063,0.74495270304365,0.260465316985407,0.349640072344493,0.830175399780273,0.38431719938914,1,0.0471543841822496,0.140029553711649,2.96959776148153,0,0,0.666666666666667,0.631923891597029,1.00952683148891,1.59754496532421,0.05,0.45,5.5,0.169543332551772,0.519509027803348,3.06416666455881,0,0,2.975,0.12670851797194,0.389602860447772,3.07479612802394,0,0,5.66666666666667,0.668313277291877,0.759825447904941,1.13693005020622,0.503618344344138,0.903994207085649,5.63964991340286,0.10798192769289,0.249152153730392,2.05228209495544,4.87525056838989,6.65486669540405,1.143341,1.4566982,0.673169557265325,0.495544911231293,0.167696700046878,0.144462997195737,0.0639769674420062,2,2.45,2.5,0.508534008825335,0.5,1.58335804082679,0.9902005,0.49,1.275,1.225,1.04081632653061,0.941434401833136,"Inside","Red","Inside","Red","2","6"
"35","6E",3.46660639993033,269,53,7.34906803131104,0.682187764191713,1.24872045681923,1.83046445914897,0.199611683785915,0.288948146899541,0.181122371968361,0.381843992720084,0.358813935412456,0.295047900869007,0.054660980067891,0.713813212638176,0.162677343546001,0.0688484637479328,0.162329184437288,0.0331234014533764,0.024715447310683,0.25457720624659,0.146810158043386,0.410059832742158,0.263076607306984,0.737958415564424,0.36140443555262,1.31841730572726,0.526763433780711,0.543674090261063,0.420409179567274,0.886817642844704,0.537212051751775,0.677821477181259,0.436014352409423,0.586605320831883,0.335928754234888,0.572665712882551,0.691176470588235,0.628034814475492,1,0.820436939681434,0.477773126560395,0.582339852647186,1,0,3,0.0368178257463661,0.129293237009313,0.693098154580622,5.36066828097665,0,0,6.95,0.627665593176082,1.11727990535496,1.78005600036376,0.5,0.45,7.5,1.13786030120144,1.0763868912066,0.945974554231367,0.792198563365339,2.18674221443971,6.91385862171528,0.0853615414744538,0.0527709811771574,0.618205579065723,0.0625,0.03125,0.46875,0.56864010455322,0.42793828728119,0.752564379217361,0.492603657539584,0.429545024402728,2.45106839344613,0.605493736552655,0.269587112068889,0.445235178820789,0.602502167224884,0.481048703193665,1,0.0163053240570162,0.0848129693635135,5.20155067553032,0,0,0.666666666666667,0.560613775495401,0.929040591550095,1.65718473601389,0.5,0.45,7,0.0659716989788923,0.35409183061108,5.36732926530166,0,0,3.475,0.0515351917123888,0.300362032917033,5.82828981394528,0,0,6.33333333333333,0.840689105752419,0.739729334246594,0.879908314720617,0.939798217739643,1.09307503095027,5.56801098877383,0.115740418434143,0.158996298909187,0.292653754353523,5.23013988494873,7.39487743377686,0.66673845,1.2717477,0.771154186658538,0.615669070318105,0.100623103522502,0.0740125297707897,0.0358793001289205,2,3.5,4,0.730505539174057,0.53125,1.31602796908413,0.98527175,0.4375,2.25,1.75,1.28571428571429,0.995016776911891,"Inside","Red","Inside","Red","2","6"
"36","7A",3.40350852291274,124,37,10.2024535369873,3.41669038010959,2.37753645942574,0.695859499961328,3.55257032155991,3.85522080719471,0.916162701808515,0.72922521384451,0.472876541645916,0.297071637713596,0.0731940818102698,0.0900783289817232,0.266579634464752,0.570147954743255,0.779025239338555,0.0351714097621968,0.0393809592531598,0.267555689232682,0.233692338419595,0.479558020732857,0.265323547110537,0.58407692486432,0.350619938076728,1.3771059101162,0.606260376408435,0.453322322206095,0.254018772857096,1.15431443650551,0.650014657603205,0.477534710920713,0.285625719281864,0.483053832082532,0.271107464553502,0.561236546628166,0.53921568627451,0.408888888888889,1,1.17536988685814,0.772212676390927,0.65699545736629,1,1,4,0.335944299390775,1.31229329852045,1.9897573025003,1.51624435234383,0,3,9.45,2.83558746736292,2.39428357666393,0.844369501636497,3,4.45,9.5,0.614977632592369,0.396752950778047,0.645150213196502,0.802446786583981,0.803346706831471,5.3449395325062,0.201204852045257,0.113508857679541,0.564145727728326,0.1875,0.1875,0.65625,1.31699303872406,0.682494827771195,0.51822204651318,1.47846177559297,1.06603652442414,2.75756126840483,0.615318761047971,0.330480641039267,0.537088517301851,0.585476100444794,0.684209068616231,1,0.146814584701783,0.212721753447946,1.44891431515498,0,0.4,0.789473684210526,2.13663874383522,1.84994770156654,0.865821471647529,2.025,3.45,9.5,0.680395871904277,1.03569108129192,1.5221889550759,0,1.5,4.725,0.488528656914901,0.831930679308841,1.70293117411485,0,1.0253164556962,12,1.16576758958574,1.22239295652733,1.0485734613378,0.768937221751766,1.92811555462384,7.83452582544842,1.31357923150063,2.92349851131439,4.37601161003113,8.43700704574585,10.2108526229858,3.0295544,2.094446,0.589651095204614,0.528617001120892,0.455130233170656,0.419633465316764,0.274106607836104,6,4,9,1.03704855998115,0.71875,2.45705312088418,0.86235434,0.611111111111111,4.25833333333333,3.25197589508628,1.30946030066448,0.927934334677918,"Outside","Red","Outside","Red","6","7"
