term,edf,ref.df,statistic,p.value
s(cv_CD_AboveG),2.603108199172782,3.237560781322077,4.391814318942994,0.22937495476941028
"s(X,Y)",2.0000034436075964,2.0000068278218475,5.196933984386106,0.07439058043356067
