term,edf,ref.df,statistic,p.value
s(cvpeakh_plot),1.0000195210021159,1.0000390416693934,4.325215833843858,0.037556656702437574
"s(X,Y)",2.0000121319709625,2.000024263857253,10.618094785808417,0.004947427802973914
