term,edf,ref.df,statistic,p.value
s(cv_cscore),1.7727283678599104,2.21120976785738,7.278505634398148,0.0014393945142572862
"s(X,Y)",2.000027253517429,2.0000542375584645,0.014558168746993127,0.9855665853273574
