term,edf,ref.df,statistic,p.value
s(sd_CD_AboveG),2.0661171594195027,2.590437982023151,10.116485384871687,9.487222941356732e-5
"s(X,Y)",2.000025480772388,2.000050714269281,0.1528705118551993,0.8586938288135699
