deltaAIC,rel.LL,weights,model_label,radius
2.6392443958593077,0.26723624530309587,0.13492152018070291,Cover0p5m_plot,10
3.1018462735755037,0.2120521303230571,0.10706031192847308,Cover0p25m_plot,10
1.3874026212533295,0.49972301171749567,0.25229881647877894,sd_nlayers,10
21.200765516558334,2.4906474747408115e-5,1.2574714299893145e-5,mean_cvH_tree,10
0,1,0.5048773231627944,VDRpeak_plot,10
21.69274408805542,1.947513480991726e-5,9.832553931065583e-6,sd_cvH_vegtype_tree,10
12.84645747836538,0.0016234062086313216,8.196209810196425e-4,Combined,10
