term,edf,ref.df,statistic,p.value
s(Cover0p5m_plot),1.6069015241980467,1.9850806942191768,1.1701071149672206,0.5430856907337942
"s(X,Y)",2.0000104747306495,2.000020889384434,7.995830337685396,0.018355790587760712
