term,edf,ref.df,statistic,p.value
s(sd_cvH_vegtype_tree),1.6985481993873697,2.1361950506441065,2.2418643518616386,0.39765102779148465
"s(X,Y)",2.000009244474697,2.0000183612637223,1.7047825718356147,0.4263993488482922
