term,edf,ref.df,statistic,p.value
s(ptoh_plot),2.671641839368925,3.3522465558842978,2.181992393823308,0.11026972874081642
"s(X,Y)",2.000020295114691,2.0000403468131114,1.355379372152363,0.2684011960983052
