term,edf,ref.df,statistic,p.value
s(sd_nlayers),2.335654844413654,2.9621792828904923,5.337821814054927,0.14479939025923205
"s(X,Y)",2.0000087494399463,2.0000173455183474,4.670896847856244,0.09677143538567573
