term,edf,ref.df,statistic,p.value
s(mean_stdpeakh),1.8756302641351785,2.323222406028872,2.171380491063851,0.4956486483729002
"s(X,Y)",2.000004111804662,2.0000082107643378,7.41075290115228,0.02459291645954631
