term,edf,ref.df,statistic,p.value
s(horzcover_grass),1.8350737094749865,2.3099594681965065,2.152091835495884,0.47701510378817
"s(X,Y)",2.0000247163812124,2.000048498106678,10.480078580026534,0.005301121653449925
