term,edf,ref.df,statistic,p.value
s(cv_nlayers),1.8130775614060861,2.3030206003377645,3.471170818367248,0.22880024316802394
"s(X,Y)",2.0000077159545895,2.000015348151219,5.6068194881826114,0.06060662624705987
