term,edf,ref.df,statistic,p.value
s(mean_cvH_vegtype_woody),1.000013190293921,1.0000263804369112,1.4498046541614784,0.22856594445792883
"s(X,Y)",2.0000074348408012,2.0000148696311935,10.192536882880395,0.006120389903193524
