deltaAIC,rel.LL,weights,model_label,radius
2.649594248275264,0.2658568895638826,0.11683052939951291,sd_nlayers,20
2.835620958274262,0.2422438345916661,0.10645379732508999,cv_nlayers,20
4.417079586577728,0.10986095114769624,0.048278278979244714,horzcover_tree,20
3.6004269178622508,0.165263607463221,0.07262491779721937,horzcover_grass,20
2.5791350209079766,0.2753898605737885,0.12101978344391448,mean_PAI_G,20
3.056065542449147,0.21696206178187694,0.09534374895895148,mean_CD_Ggrasslayer,20
0,1,0.43944894409606705,Combined,20
