term,edf,ref.df,statistic,p.value
s(mean_CD_Ggrasslayer),1.0000125003982288,1.0000250006886517,1.475724013484664,0.22445448476925656
"s(X,Y)",2.0000088576627744,2.000017715284097,3.451409950503899,0.17805230894909296
