term,edf,ref.df,statistic,p.value
s(mean_PAI_G),1.0000091309512291,1.0000182618431537,1.9324577901687,0.1644959538605602
"s(X,Y)",2.0000082747794186,2.000016549523435,4.010495425682148,0.13463134560543416
