term,edf,ref.df,statistic,p.value
s(stdH_plot),3.0809407195986025,3.8307746074048756,8.45691881901524,0.051965813934792215
"s(X,Y)",2.000008257827357,2.0000162878424903,7.963590003273301,0.01865399578918603
