term,edf,ref.df,statistic,p.value
s(meanH_plot),2.7469644533184705,3.446166636238018,7.432751676453512,0.08252172995870327
"s(X,Y)",2.0000092753426673,2.0000182728897613,4.005517608015383,0.13496689011063118
