deltaAIC,rel.LL,weights,model_label,radius
2.1757681556171207,0.33692865481994416,0.13457038707058366,meanH_plot,80
0.6892000192653711,0.7085036914495771,0.28297865033254277,stdH_plot,80
4.26028932340013,0.11882010389084434,0.047457131186728,Cover1p5m_plot,80
7.610374688506418,0.022255027423987904,0.00888872944425868,horzcover_grass,80
3.662750408091071,0.1601931180042606,0.06398164592856402,cv_VDRpeak,80
3.702574405366022,0.15703490041780926,0.06272024367920948,cv_cvpeakh,80
0,1,0.39940321235811344,Combined,80
