term,edf,ref.df,statistic,p.value
s(cv_VDRpeak),3.1474857183108313,3.9205023679740147,6.112330475562234,0.1616056045488341
"s(X,Y)",2.0000104033108457,2.000020631728597,3.371553973255284,0.1853057590862861
