term,edf,ref.df,statistic,p.value
s(maxpeakh_plot),1.0000359118620314,1.0000718227796477,9.076464554283472,0.004199132005735906
"s(X,Y)",2.0000044549248877,2.0000089098322897,1.9684810173044465,0.1512591208240181
