term,edf,ref.df,statistic,p.value
s(VDRpeak_plot),1.0000035315557425,1.0000070631010674,8.536300116397214,0.005380548627256676
"s(X,Y)",2.000014840063026,2.0000296800150124,4.259754184268207,0.02007816757666664
