term,edf,ref.df,statistic,p.value
s(cv_cvpeakh),2.329371850880363,2.6815483590988847,4.5019551141787435,0.021846428795004813
"s(X,Y)",2.0000277226975642,2.0000553118702156,0.9921183788412936,0.37875399170340485
