term,edf,ref.df,statistic,p.value
s(Cover1p5m_plot),3.912108777644894e-6,4,6.522832560928763e-7,0.4786032736061755
s(X25thPerc_plot),2.8998365391927e-6,4,1.1342545630484416e-7,0.7955472007805887
s(Cover0p5m_plot),4.689136486803875e-6,4,6.717692230250448e-7,0.52457280285062
s(cv_FHD),1.663890415166068,4,1.226436662795221,0.048848882746058475
s(cv_cvpeakh),1.3220170065059187e-6,4,1.5464993304641346e-7,0.5123737512830409
s(cv_CD_AboveG),1.907637254000673,4,4.420517888715116,1.236869195870849e-4
"s(X,Y)",6.807878623893613e-6,4,1.4451814700918843e-7,0.9831689594280715
