term,edf,ref.df,statistic,p.value
s(cv_FHD),1.0000121643959052,1.0000243286891126,1.1568373195849786,0.2877264148424661
"s(X,Y)",2.0000157057041927,2.0000314112798554,0.5714385717926392,0.5686707035231796
