,francolin; crested,starling; superb,morning-thrush; spotted,shrike; northern white crowned,dove; ring-necked,goshawk; eastern pale chanting,bushshrike; rosy-patched,bulbul; common,boubou; slate-colored,brownbul; northern,cordonbleu; blue-capped,bushshrike; gray-headed,falcon; pygmy,green wood hoopoe,grey backed camaroptera,go-away-bird; white-bellied,lapwing; black-headed,sandgrouse; black-faced,puffback; black-backed,prinia; tawny-flanked,drongo; fork-tailed,starling; hildebrandt's,crombec; northern,bustard; buff-crested,starling; fischer's,vulture; white-backed,roller; lilac-breasted,shrike; white-rumped,scimitarbill; abyssinian,canary; white-bellied,sunbird; beautiful,wren-warbler; gray,african hoopoe,mousebird; blue-naped,parisoma; banded,woodpecker; bearded,weaver; white headed buffalo,scrub-robin; red-backed,cisticola; tiny,mousebird; white-headed,oxpecker; red-billed,starling; wattled,swift; white-rumped,oriole; african black-headed,flycatcher; african gray,francolin; yellow-necked,sunbird; eastern violet-backed,sparrow-weaver; white-browed,bushshrike; sulphur-breasted,sparrow; parrot-billed,batis; chinspot,fiscal; taita,waxbill; black-faced,yellow necked spurfowl,woodpecker; nubian,lapwing; crowned,spotted thick knee,weaver; black-necked,buffalo-weaver; red-billed,woodpecker; cardinal,dove; african mourning,babbler; northern pied,chatterer; rufous,spotted palm thrush,weaver; gray headed social,spotted thicknee,eagle-owl; verreaux's,bee-eater; little,fiscal; long-tailed,grey headed sparrow,wood-dove; emerald-spotted,barbet; red-and-yellow,goshawk; gabar,cisticola; zitting,white browed scrub robin,siffling cisticola,dove; laughing,ostrich; common,white-eye; abyssinian,bustard; white-bellied,pytilia; green-winged,brubru,hornbill; von der decken's,weaver; vitelline masked,masked-weaver; lesser,tchagra; brown-crowned,barbet; black-throated,tchagra; black-crowned,thrush; african bare-eyed,tit; red-throated,grenadier; purple,cisticola; rattling,sparrow-lark; fischer's,sandgrouse; chestnut-bellied,longclaw; pangani,secretary bird,eagle; tawny,courser; three-banded,eremomela; yellow-bellied,apalis; yellow-breasted,guineafowl; helmeted,two banded courser,barbet; d'arnaud's,sparrow; yellow-spotted bush,black headed weaver,hornbill; northern red-billed,flycatcher; southern black,lark; pink-breasted,oxpecker; yellow-billed,weaver; speckle-fronted,grosbeak canary;northern,banded couser,yellow spotted petronia,bunting; somali,crombec; red-faced,southern grosbeak canary,cordonbleu; red-cheeked,tinkerbird; red-fronted,hornbill; african gray,owlet; pearl-spotted,prinia; red-fronted,barbet; red-fronted,mousebird; speckled,sparrow; chestnut,barbet; spot-flanked,honeyguide; lesser,sunbird; scarlet-chested,harrier-hawk; african,african pied wagtail,openbill; african,hawk-eagle; african,nan,bittern; little,eagle; martial,cisticola; desert,african paradise flycatcher,parrot; red-bellied,hamerkop,swallow; lesser striped,swallow; red-rumped,bustard; kori
0,0.02813852813852814,0.03463203463203463,0.012987012987012988,0.003246753246753247,0.05735930735930736,0.005411255411255411,0.0010822510822510823,0.010822510822510822,0.022727272727272728,0.011904761904761904,0.0021645021645021645,0.003246753246753247,0.008658008658008658,0.022727272727272728,0.003246753246753247,0.05194805194805195,0.005411255411255411,0.04004329004329004,0.005411255411255411,0.00974025974025974,0.012987012987012988,0.01948051948051948,0.003246753246753247,0.007575757575757576,0.008658008658008658,0.0010822510822510823,0.004329004329004329,0.0021645021645021645,0.0021645021645021645,0.01406926406926407,0.024891774891774892,0.007575757575757576,0.015151515151515152,0.023809523809523808,0.030303030303030304,0.0010822510822510823,0.047619047619047616,0.00974025974025974,0.004329004329004329,0.03571428571428571,0.00974025974025974,0.032467532467532464,0.008658008658008658,0.003246753246753247,0.008658008658008658,0.01948051948051948,0.004329004329004329,0.023809523809523808,0.0010822510822510823,0.010822510822510822,0.00974025974025974,0.005411255411255411,0.008658008658008658,0.003246753246753247,0.008658008658008658,0.00974025974025974,0.0021645021645021645,0.005411255411255411,0.005411255411255411,0.006493506493506494,0.003246753246753247,0.08441558441558442,0.010822510822510822,0.0010822510822510823,0.004329004329004329,0.0010822510822510823,0.006493506493506494,0.004329004329004329,0.004329004329004329,0.0021645021645021645,0.004329004329004329,0.005411255411255411,0.004329004329004329,0.0021645021645021645,0.0010822510822510823,0.0021645021645021645,0.0021645021645021645,0.0021645021645021645,0.006493506493506494,0.0021645021645021645,0.0021645021645021645,0.0021645021645021645,0.0010822510822510823,0.00974025974025974,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.042391304347826085,0.059782608695652176,0.013043478260869565,0.0010869565217391304,0.03804347826086957,0.002173913043478261,0.009782608695652175,0.0,0.02282608695652174,0.0,0.0,0.011956521739130435,0.002173913043478261,0.0,0.0,0.03369565217391304,0.0,0.04456521739130435,0.004347826086956522,0.008695652173913044,0.006521739130434782,0.006521739130434782,0.003260869565217391,0.021739130434782608,0.034782608695652174,0.0,0.0010869565217391304,0.005434782608695652,0.008695652173913044,0.0010869565217391304,0.01956521739130435,0.014130434782608696,0.004347826086956522,0.0010869565217391304,0.02608695652173913,0.0010869565217391304,0.03369565217391304,0.014130434782608696,0.01847826086956522,0.006521739130434782,0.005434782608695652,0.0,0.0,0.002173913043478261,0.014130434782608696,0.004347826086956522,0.005434782608695652,0.015217391304347827,0.0,0.01847826086956522,0.008695652173913044,0.005434782608695652,0.0,0.0,0.021739130434782608,0.025,0.0,0.0010869565217391304,0.004347826086956522,0.002173913043478261,0.0,0.0782608695652174,0.01956521739130435,0.0,0.004347826086956522,0.0,0.0010869565217391304,0.011956521739130435,0.003260869565217391,0.0,0.003260869565217391,0.002173913043478261,0.0010869565217391304,0.0,0.0,0.0,0.0010869565217391304,0.0,0.0,0.007608695652173913,0.0,0.0,0.005434782608695652,0.002173913043478261,0.0010869565217391304,0.0010869565217391304,0.015217391304347827,0.002173913043478261,0.0010869565217391304,0.002173913043478261,0.0010869565217391304,0.004347826086956522,0.125,0.004347826086956522,0.0010869565217391304,0.005434782608695652,0.004347826086956522,0.003260869565217391,0.006521739130434782,0.0010869565217391304,0.01847826086956522,0.003260869565217391,0.0010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.04664391353811149,0.055745164960182024,0.009101251422070534,0.0,0.02844141069397042,0.0034129692832764505,0.011376564277588168,0.0034129692832764505,0.02957906712172924,0.0,0.0,0.009101251422070534,0.0,0.0,0.0,0.05802047781569966,0.0,0.04778156996587031,0.006825938566552901,0.0,0.006825938566552901,0.005688282138794084,0.004550625711035267,0.017064846416382253,0.07053469852104664,0.0,0.0011376564277588168,0.022753128555176336,0.012514220705346985,0.013651877133105802,0.030716723549488054,0.020477815699658702,0.0022753128555176336,0.006825938566552901,0.017064846416382253,0.0,0.05233219567690557,0.017064846416382253,0.017064846416382253,0.012514220705346985,0.03185437997724687,0.020477815699658702,0.0,0.0011376564277588168,0.0011376564277588168,0.022753128555176336,0.0034129692832764505,0.0022753128555176336,0.0,0.011376564277588168,0.01820250284414107,0.0034129692832764505,0.006825938566552901,0.0,0.02844141069397042,0.012514220705346985,0.0,0.0,0.005688282138794084,0.0022753128555176336,0.01820250284414107,0.06598407281001138,0.012514220705346985,0.0,0.0,0.0,0.0,0.0034129692832764505,0.004550625711035267,0.0,0.007963594994311717,0.0022753128555176336,0.0,0.0,0.0,0.0,0.004550625711035267,0.0034129692832764505,0.0,0.009101251422070534,0.0022753128555176336,0.005688282138794084,0.0,0.0,0.0034129692832764505,0.0,0.013651877133105802,0.0034129692832764505,0.0034129692832764505,0.0011376564277588168,0.0,0.0011376564277588168,0.0,0.0022753128555176336,0.0,0.0,0.0,0.0,0.0,0.0,0.0011376564277588168,0.0,0.0022753128555176336,0.004550625711035267,0.0022753128555176336,0.0022753128555176336,0.0011376564277588168,0.0011376564277588168,0.004550625711035267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.03363518758085381,0.0129366106080207,0.00517464424320828,0.0,0.04398447606727038,0.007761966364812419,0.00646830530401035,0.0,0.02199223803363519,0.0,0.0,0.00646830530401035,0.0038809831824062097,0.00646830530401035,0.00129366106080207,0.031047865459249677,0.007761966364812419,0.06338939197930142,0.00646830530401035,0.0,0.00517464424320828,0.01164294954721863,0.009055627425614488,0.03363518758085381,0.08538163001293661,0.0,0.0,0.015523932729624839,0.01034928848641656,0.00129366106080207,0.019404915912031046,0.0129366106080207,0.0,0.00129366106080207,0.016817593790426907,0.00129366106080207,0.03622250970245795,0.00646830530401035,0.016817593790426907,0.0,0.0129366106080207,0.0815006468305304,0.0,0.0,0.007761966364812419,0.0038809831824062097,0.00258732212160414,0.0129366106080207,0.0,0.01164294954721863,0.015523932729624839,0.0,0.0,0.0,0.027166882276843468,0.02069857697283312,0.0,0.007761966364812419,0.00258732212160414,0.007761966364812419,0.0038809831824062097,0.028460543337645538,0.0,0.0,0.019404915912031046,0.0,0.0,0.00258732212160414,0.00258732212160414,0.0,0.00517464424320828,0.018111254851228976,0.00129366106080207,0.0,0.0,0.0,0.00129366106080207,0.0,0.00646830530401035,0.00258732212160414,0.0,0.0129366106080207,0.01164294954721863,0.0,0.00129366106080207,0.00129366106080207,0.04398447606727038,0.00258732212160414,0.00258732212160414,0.0038809831824062097,0.014230271668822769,0.00129366106080207,0.0,0.0,0.0,0.0,0.0,0.00129366106080207,0.0,0.00258732212160414,0.0,0.0,0.0,0.00646830530401035,0.0,0.00646830530401035,0.0,0.01034928848641656,0.0,0.01164294954721863,0.00129366106080207,0.00129366106080207,0.00258732212160414,0.00646830530401035,0.00129366106080207,0.00129366106080207,0.00258732212160414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.044630404463040445,0.02789400278940028,0.002789400278940028,0.01394700139470014,0.03347280334728033,0.00697350069735007,0.005578800557880056,0.001394700139470014,0.044630404463040445,0.00697350069735007,0.0041841004184100415,0.008368200836820083,0.001394700139470014,0.0,0.0,0.04602510460251046,0.0,0.044630404463040445,0.011157601115760111,0.002789400278940028,0.02789400278940028,0.001394700139470014,0.001394700139470014,0.040446304044630406,0.08647140864714087,0.0,0.0,0.008368200836820083,0.016736401673640166,0.002789400278940028,0.02092050209205021,0.02789400278940028,0.0,0.0,0.026499302649930265,0.001394700139470014,0.03626220362622036,0.011157601115760111,0.016736401673640166,0.0,0.029288702928870293,0.0,0.002789400278940028,0.0,0.012552301255230125,0.0041841004184100415,0.002789400278940028,0.0,0.002789400278940028,0.0,0.01813110181311018,0.0,0.001394700139470014,0.002789400278940028,0.023709902370990237,0.0,0.0,0.011157601115760111,0.0,0.00697350069735007,0.0,0.04741980474198047,0.009762900976290097,0.0,0.0,0.0,0.0,0.0,0.009762900976290097,0.0,0.008368200836820083,0.023709902370990237,0.002789400278940028,0.0,0.002789400278940028,0.0,0.001394700139470014,0.0,0.009762900976290097,0.002789400278940028,0.002789400278940028,0.001394700139470014,0.015341701534170154,0.0,0.001394700139470014,0.0,0.04881450488145049,0.005578800557880056,0.00697350069735007,0.0,0.00697350069735007,0.0,0.0,0.0,0.0,0.002789400278940028,0.0,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,0.01394700139470014,0.0,0.001394700139470014,0.0,0.002789400278940028,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0041841004184100415,0.001394700139470014,0.001394700139470014,0.002789400278940028,0.001394700139470014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.036231884057971016,0.019927536231884056,0.0018115942028985507,0.02355072463768116,0.03260869565217391,0.004528985507246377,0.012681159420289856,0.0018115942028985507,0.029891304347826088,0.0,0.0036231884057971015,0.004528985507246377,0.0,0.0,0.0,0.030797101449275364,0.0,0.05434782608695652,0.019021739130434784,0.0009057971014492754,0.009057971014492754,0.0036231884057971015,0.009963768115942028,0.019927536231884056,0.06340579710144928,0.0018115942028985507,0.0,0.014492753623188406,0.007246376811594203,0.005434782608695652,0.017210144927536232,0.028985507246376812,0.0009057971014492754,0.007246376811594203,0.019021739130434784,0.0,0.042572463768115944,0.01358695652173913,0.016304347826086956,0.0,0.006340579710144928,0.07427536231884058,0.0,0.0009057971014492754,0.010869565217391304,0.0018115942028985507,0.002717391304347826,0.002717391304347826,0.0009057971014492754,0.009963768115942028,0.009963768115942028,0.0,0.006340579710144928,0.0,0.01358695652173913,0.012681159420289856,0.0,0.01177536231884058,0.008152173913043478,0.002717391304347826,0.002717391304347826,0.041666666666666664,0.004528985507246377,0.0,0.015398550724637682,0.0,0.0,0.0,0.0036231884057971015,0.0,0.009057971014492754,0.01177536231884058,0.0018115942028985507,0.0,0.002717391304347826,0.0,0.0018115942028985507,0.0,0.0,0.0,0.0018115942028985507,0.0018115942028985507,0.005434782608695652,0.005434782608695652,0.004528985507246377,0.0,0.043478260869565216,0.009057971014492754,0.009057971014492754,0.0009057971014492754,0.01177536231884058,0.0,0.0,0.0018115942028985507,0.0,0.0,0.0018115942028985507,0.0,0.0,0.004528985507246377,0.0036231884057971015,0.0,0.010869565217391304,0.0036231884057971015,0.0,0.0009057971014492754,0.0,0.0009057971014492754,0.0,0.005434782608695652,0.0,0.0,0.0,0.007246376811594203,0.0,0.0009057971014492754,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.005434782608695652,0.0036231884057971015,0.0018115942028985507,0.0009057971014492754,0.005434782608695652,0.0009057971014492754,0.0009057971014492754,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.018465909090909092,0.03409090909090909,0.0014204545454545455,0.002840909090909091,0.046875,0.002840909090909091,0.009943181818181818,0.0,0.01278409090909091,0.0,0.0,0.0014204545454545455,0.007102272727272727,0.0,0.0,0.045454545454545456,0.0,0.032670454545454544,0.0,0.0,0.011363636363636364,0.03125,0.009943181818181818,0.026988636363636364,0.06392045454545454,0.0,0.0,0.026988636363636364,0.018465909090909092,0.0,0.032670454545454544,0.02130681818181818,0.0014204545454545455,0.0,0.03409090909090909,0.0014204545454545455,0.05397727272727273,0.015625,0.004261363636363636,0.0,0.017045454545454544,0.03125,0.0,0.002840909090909091,0.01278409090909091,0.0,0.008522727272727272,0.005681818181818182,0.0,0.008522727272727272,0.018465909090909092,0.0,0.0,0.0,0.024147727272727272,0.005681818181818182,0.0,0.008522727272727272,0.0,0.009943181818181818,0.004261363636363636,0.0,0.0,0.0,0.008522727272727272,0.0,0.0,0.004261363636363636,0.0,0.0,0.004261363636363636,0.009943181818181818,0.0,0.0,0.0,0.0,0.0014204545454545455,0.0,0.022727272727272728,0.005681818181818182,0.0014204545454545455,0.004261363636363636,0.03409090909090909,0.0,0.0,0.0,0.052556818181818184,0.0,0.02130681818181818,0.002840909090909091,0.019886363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0,0.0,0.0,0.015625,0.019886363636363636,0.0,0.008522727272727272,0.0,0.0014204545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0,0.002840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0,0.017045454545454544,0.0,0.0,0.0,0.002840909090909091,0.002840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0182370820668693,0.0851063829787234,0.00911854103343465,0.013677811550151976,0.05319148936170213,0.013677811550151976,0.031914893617021274,0.0,0.0182370820668693,0.004559270516717325,0.0,0.001519756838905775,0.00303951367781155,0.0,0.001519756838905775,0.05167173252279635,0.0,0.06534954407294832,0.0060790273556231,0.00303951367781155,0.010638297872340425,0.0060790273556231,0.0121580547112462,0.022796352583586626,0.00303951367781155,0.0,0.0,0.00303951367781155,0.022796352583586626,0.0060790273556231,0.010638297872340425,0.0182370820668693,0.0060790273556231,0.0121580547112462,0.028875379939209727,0.001519756838905775,0.05927051671732523,0.015197568389057751,0.0060790273556231,0.0121580547112462,0.0121580547112462,0.0,0.00303951367781155,0.0,0.004559270516717325,0.02735562310030395,0.0,0.007598784194528876,0.0,0.0,0.007598784194528876,0.02127659574468085,0.001519756838905775,0.0060790273556231,0.019756838905775075,0.057750759878419454,0.0,0.00911854103343465,0.0,0.00911854103343465,0.007598784194528876,0.041033434650455926,0.0,0.0,0.0,0.0,0.0,0.016717325227963525,0.001519756838905775,0.0,0.001519756838905775,0.00303951367781155,0.001519756838905775,0.0,0.00303951367781155,0.0,0.001519756838905775,0.0,0.0,0.00911854103343465,0.0,0.0060790273556231,0.001519756838905775,0.0,0.0,0.0,0.0243161094224924,0.0,0.0,0.0,0.0,0.0,0.00911854103343465,0.016717325227963525,0.0,0.0,0.0,0.0,0.00303951367781155,0.0,0.0,0.0,0.007598784194528876,0.001519756838905775,0.0,0.0,0.0,0.007598784194528876,0.0,0.00303951367781155,0.0,0.0,0.0,0.0,0.00303951367781155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001519756838905775,0.0,0.0,0.0,0.0,0.00303951367781155,0.001519756838905775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.037037037037037035,0.04663923182441701,0.00823045267489712,0.00411522633744856,0.01783264746227709,0.006858710562414266,0.015089163237311385,0.0054869684499314125,0.03566529492455418,0.0,0.0,0.0,0.0,0.0,0.0,0.05898491083676269,0.0,0.06172839506172839,0.009602194787379973,0.00411522633744856,0.01783264746227709,0.00823045267489712,0.0,0.01646090534979424,0.02606310013717421,0.0,0.0,0.024691358024691357,0.010973936899862825,0.006858710562414266,0.027434842249657063,0.0205761316872428,0.0,0.0,0.015089163237311385,0.00411522633744856,0.03566529492455418,0.01646090534979424,0.013717421124828532,0.0,0.012345679012345678,0.0,0.0,0.0,0.01646090534979424,0.0054869684499314125,0.0054869684499314125,0.0027434842249657062,0.0013717421124828531,0.0027434842249657062,0.019204389574759947,0.0,0.0,0.0,0.039780521262002745,0.01783264746227709,0.0,0.023319615912208505,0.0054869684499314125,0.006858710562414266,0.0027434842249657062,0.0205761316872428,0.03155006858710562,0.0,0.0,0.0,0.0,0.00411522633744856,0.0054869684499314125,0.0,0.0013717421124828531,0.00823045267489712,0.0013717421124828531,0.0,0.0,0.0,0.00411522633744856,0.0,0.0,0.00823045267489712,0.0027434842249657062,0.0027434842249657062,0.019204389574759947,0.0,0.0,0.0,0.06035665294924554,0.0013717421124828531,0.024691358024691357,0.0,0.006858710562414266,0.0,0.0,0.039780521262002745,0.0,0.0,0.0,0.0,0.0013717421124828531,0.0,0.0,0.0,0.006858710562414266,0.0013717421124828531,0.0,0.0027434842249657062,0.0013717421124828531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013717421124828531,0.0,0.0027434842249657062,0.010973936899862825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054869684499314125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027434842249657062,0.0027434842249657062,0.0,0.0,0.0,0.0,0.0
9,0.035629453681710214,0.09263657957244656,0.004750593824228029,0.015439429928741092,0.04275534441805225,0.0059382422802850355,0.017814726840855107,0.0,0.028503562945368172,0.0,0.0,0.0011876484560570072,0.0,0.0,0.0,0.048693586698337295,0.010688836104513063,0.07007125890736342,0.0011876484560570072,0.0,0.009501187648456057,0.004750593824228029,0.0011876484560570072,0.022565320665083134,0.015439429928741092,0.0011876484560570072,0.0,0.0035629453681710215,0.0011876484560570072,0.013064133016627079,0.011876484560570071,0.013064133016627079,0.0023752969121140144,0.007125890736342043,0.009501187648456057,0.0011876484560570072,0.029691211401425176,0.0023752969121140144,0.011876484560570071,0.0035629453681710215,0.0166270783847981,0.015439429928741092,0.0,0.0011876484560570072,0.0023752969121140144,0.011876484560570071,0.004750593824228029,0.0035629453681710215,0.0011876484560570072,0.0035629453681710215,0.0059382422802850355,0.0166270783847981,0.0035629453681710215,0.004750593824228029,0.026128266033254157,0.030878859857482184,0.0,0.0011876484560570072,0.0,0.0011876484560570072,0.004750593824228029,0.10095011876484561,0.0,0.0011876484560570072,0.0,0.0,0.0023752969121140144,0.0166270783847981,0.011876484560570071,0.0,0.00831353919239905,0.007125890736342043,0.0035629453681710215,0.0,0.0011876484560570072,0.0,0.0,0.0,0.0,0.015439429928741092,0.0,0.0023752969121140144,0.0011876484560570072,0.0,0.0,0.0,0.032066508313539195,0.0011876484560570072,0.0,0.0,0.0,0.0011876484560570072,0.04631828978622328,0.026128266033254157,0.0,0.0,0.0,0.0,0.004750593824228029,0.0,0.0,0.0011876484560570072,0.004750593824228029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011876484560570072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023752969121140144,0.0011876484560570072,0.0011876484560570072,0.007125890736342043,0.0011876484560570072
