term,edf,ref.df,statistic,p.value
s(sd_ptoh),1.9479169248778099,2.4178881942418293,1.0252845649204776,0.27914308526366327
"s(X,Y)",2.0000177662816134,2.0000352500614884,1.3368987940818327,0.27288750025896213
